pharmacy|药房；配药学，药剂学；制药业；一批备用药品
irreparable|不能挽回的；不能修补的
soluble|[化学] 可溶的，可溶解的；可解决的
cohesion|凝聚；结合；[力] 内聚力
awkward|尴尬的；笨拙的；棘手的；不合适的
ascent|上升；上坡路；登高
ambitious|野心勃勃的；有雄心的；热望的；炫耀的
imaginative|富于想象的；有创造力的
tempt|诱惑；引起；冒…的风险；使感兴趣
pipette|移液管；吸移管 vt. 用移液器吸取
celibate|独身者 adj. 独身的；禁欲的
brevity|简洁，简短；短暂，短促
intentional|故意的；蓄意的；策划的
overwhelming|压倒性的；势不可挡的 v. 压倒；淹没（overwhelm的ing形式）；制服
culmination|顶点；高潮
malignancy|恶性（肿瘤等）；恶意
impair|损害；削弱；减少
reaction|反应，感应；反动，复古；反作用
collaboration|合作；勾结；通敌
habitude|习俗；习惯
attest|证明；证实；为…作证
stingy|吝啬的，小气的；有刺的；缺乏的
overpass|超越；胜过；忽略 n. 天桥；陆桥
circumlocution|婉转曲折的说法，累赘的陈述；遁辞
proctor|代理人；学监 v. 监督
impotent|无力的；无效的；虚弱的；阳萎的
contest|争辩；质疑 n. 竞赛；争夺；争论
escalate|逐步增强；逐步升高
regnant|统治的；占优势的；流行的，广泛的
version|版本；译文；倒转术
extrude|挤出，压出；使突出；逐出
rectangle|矩形；长方形
apprentice|学徒；生手 v. 使…当学徒
tendency|倾向，趋势；癖好
acquired|[医] 后天的；已获得的；已成习惯的 v. 取得；捕获（acquire的过去分词）
smelt|熔炼，冶炼；精炼 n. 香鱼；胡瓜鱼
elongate|拉长；使延长；使伸长 adj. 伸长的；延长的
campaign|作战；参加竞选；参加活动 n. 运动；活动；战役
alchemy|点金术；魔力
ubiquitous|普遍存在的；无所不在的
mastermind|策划 n. 优秀策划者；才子
voracious|贪婪的；贪吃的；狼吞虎咽的
trigger|引发，引起；触发 n. 扳机；[电子] 触发器；制滑机
corporal|肉体的，身体的 n. 下士
blaspheme|亵渎；咒骂，辱骂
slit|撕裂；使有狭缝 n. 裂缝；投币口
thermometer|温度计；体温计
lyric|抒情的；吟唱的 n. 抒情诗；歌词
collagen|[生化] 胶原，胶原质
aluminum|铝
aeronaut|飞船或气球驾驶员；飞船或气球乘客
rhetorical|修辞的；修辞学的；夸张的
juridical|司法的；法院的；裁判上的
aerosol|[物化] 气溶胶；气雾剂；喷雾器；浮质 adj. 喷雾的；喷雾器的
spartan|斯巴达的；斯巴达式的；（生活方式）简朴的，清苦的。 n. 斯巴达人；勇士
inveigh|痛骂；漫骂；猛烈抨击
plebeian|平民的；普通的；粗俗的 n. 平民；百姓；粗俗的人
remorse|懊悔；同情
comprehensible|可理解的
spectacle|景象；场面；奇观；壮观；公开展示；表相，假相 n（复）眼镜
impact|影响；效果；碰撞；冲击力 v. 挤入，压紧；撞击；对…产生影响
tact|机智；老练；圆滑；鉴赏力
imprudent|轻率的，鲁莽的；不小心的
cooling|冷却的 n. 冷却
power|力量，能力；电力，功率；政权，势力；[数] 幂 v. 激励；供以动力；使…有力量 adj. 借影响有权势人物以操纵权力的
remembrance|回想，回忆；纪念品；记忆力
dais|讲台
pastoral|牧师的；牧人的；田园生活的；乡村的 n. 牧歌；田园诗；田园景色
hazardous|有危险的；冒险的；碰运气的
redolent|芬芳的；有…香味的；令人想起…的
irreversible|不可逆的；不能取消的；不能翻转的
preponderant|占优势的；突出的；压倒性的
cartilage|软骨
spurious|假的；伪造的；欺骗的
misnomer|用词不当；误称；写错姓名
antiseptic|防腐的，抗菌的；非常整洁的 n. 防腐剂，抗菌剂
collective|集体的；共同的；集合的；集体主义的 n. 集团；集合体；集合名词
prevalent|流行的；普遍的，广传的
queasy|呕吐的；不稳定的；催吐的
delusion|迷惑，欺骗；错觉；幻想
catabolism|[生化] 分解代谢
kiln|烧窑；在干燥炉干燥 n. （砖，石灰等的）窑；炉；干燥炉
bide|等待；面临；禁得起
subjective|主观的；个人的；自觉的
monetary|货币的；财政的
filter|滤过；渗入；慢慢传开 n. 滤波器；[化工] 过滤器；筛选；滤光器
incorrigible|不可救药的；积习难改的 n. 不可救药的人
chivalry|骑士精神（复数chivalries）；骑士制度
constituent|成分；选民；委托人 adj. 构成的；选举的
redoubtable|可怕的；令人敬畏的
invaluable|无价的；非常贵重的
surrogate|代理；代用品；遗嘱检验法官 vt. 代理；指定某人为自己的代理人 adj. 代理的；替代的
esophagus|[解剖] 食管；[解剖] 食道
parameter|参数；系数；参量
dissemble|掩饰，掩盖；假装
order|命令；顺序；规则；[贸易] 定单 v. 命令；整理；定购
appellate|上诉的；受理上诉的
psychic|精神的；心灵的；灵魂的；超自然的 n. 灵媒；巫师
scapegoat|替罪羊，替人顶罪者；替身 vt. 使成为…的替罪羊
conjecture|推测；猜想 v. 推测；揣摩
habitual|习惯的；惯常的；习以为常的
requisite|必备的，必不可少的；需要的 n. 必需品
steadfast|坚定的；不变的
exempt|免除；豁免 adj. 被免除的；被豁免的 n. 免税者；被免除义务者
depreciate|使贬值；贬低；轻视
aurora|[地物] 极光；曙光
origin|起源；原点；出身；开端
unisonous|同音的；和谐的
surcharge|超载；额外费 v. 追加罚款；使…装载过多；使…负担过重
flamboyant|艳丽的；火焰似的；炫耀的 n. 凤凰木
assiduity|勤勉；刻苦；殷勤
stratify|分层；成层；使形成阶层
composure|镇静；沉着
decisive|决定性的；果断的，坚定的
administrator|管理人；行政官
context|环境；上下文；来龙去脉
forgery|伪造；伪造罪；伪造物
insinuate|暗示；使逐渐而巧妙地取得；使迂回地潜入
clientele|客户；诉讼委托人
misdeed|罪行， 犯罪
recline|向后靠， 斜倚
belligerent|好战的， 好斗的； 交战国的； 交战的
supplant|排挤掉， 代替
abrupt|突然的， 意外的；  唐突的， 鲁莽的
oversee|监视； 检查； 视察
spontaneous|自发的， 自然产生的
pretend|假装；  装扮； 骗…说
licit|合法的， 正当的
gloomy|令人沮丧的， 抑郁的； 阴沉的， 阴暗的
warrant|保证， 担保 n. 正当理由；许可证，委任状
scanty|缺乏的， 不足的
energy|能量
deference|顺从， 尊重
solid|固体的；坚硬的 n. 固体
opulent|富裕的， 丰富的
narrative|叙述的；有故事性的 n.  叙述， 记叙文
coincide|一致， 符合
circular|圆形的； 环形的
prankster|顽皮的人， 爱开玩笑的人
compassionate|富于同情心的
perspicacity|聪明； 敏锐； 洞察力
irritable|易怒的， 急躁的
triple|三部分的，三方的；三倍的，三重的 v.  使增至三倍
reserved|保留的， 留作专用的； 缄默的， 有节制的， 冷淡的
temper|脾气，情绪 vt.  调和， 调节
munificence|宽宏大量； 慷慨
legible|清楚的， 易读的
resumption|恢复， 再开始
resurgent|复活的
frantic|狂乱的， 疯狂的
grandiloquent|夸张的， 浮夸的， 华而不实的
statute|成文法； 法令， 法规； 章程， 规则； 条例
cardiac|心脏的
object|物体
accessible|易接近的， 可达到的； 易受影响的； 可理解的
indigence|贫乏； 穷困
notable|值得注意的； 显著的， 著名的
concede|承认， 承认…为真  ；  承认失败； 允许， 让予
unparalleled|无比的， 无双的， 空前的
midway|中途
venous|静脉的
reprimand|严责， 惩戒
wreak|发泄； 报仇
evaporate|蒸发
commission|委任，委托，代办，代理；犯；佣金 vt.  委任， 任命， 委托； 委托制作
multiplication|乘法
rational|理性的； 合理的
rescind|废除； 取消
provocative|挑衅的； 惹人讨厌的
glucose|葡萄糖
oxygen|氧
salt|盐
impassioned|热情洋溢的
truncated|缩短了的； 截形的
artistic|艺术  的， 美术  的； 有美感的； 风雅的
effrontery|厚颜无耻
decagon|十角形， 十边形
ramble|漫游； 漫谈， 闲聊
vocation|职业， 业务
preponderant|占有优势的
stature|身高， 身材
quarantine|检疫期
dogged|顽固的， 顽强的
plasma|等离子体
brevity|短暂；  简短
exorbitant|过度的； 过高的； 昂贵的
reimburse|偿还
violent|猛烈的， 激烈的； 暴力引起的， 强暴的
inaccessible|不可接近的
confront|使面临， 使遭遇； 面对
onus|责任； 负担
cathartic|泻药；
counterpoint|对音位； 对应物
obese|肥胖的， 过胖的
undulate|波动， 起伏， 成波浪形
beatific|祝福的； 快乐的， 幸福的
reproduce|翻版； 繁殖； 复制； 再现
skeleton|骨骼
illiterate|文盲的， 未受教育的
federate|使联合， 使结成同盟
myriad|无数的； 一万的
inflammable|易燃的
pervade|遍及
implement|贯彻， 实现 n. 工具，器具
erratic|不规律的； 不稳定的
justifiable|有理由的； 可辩护的
incinerate|把…烧成灰， 烧掉， 火化
cajolery|甜言蜜语； 诱骗； 谄媚
adoration|崇拜， 爱慕
sagacious|有洞察力的， 有远见的； 精明的， 敏锐的
capillary|毛状的； 毛细血管的 n. 毛细管
erode|侵蚀， 腐蚀； 使变化
beset|困扰
nestle|舒适地安顿下来
frustrate|挫败， 阻挠， 使灰心； 阻止
sparse|稀少的， 稀疏的
pragmatic|实际的； 注重实效的
anticyclone|反气旋， 高气压
erosion|腐蚀， 磨损， 侵蚀； 削弱， 减少
methane|甲烷
plenteous|许多的， 丰饶的， 充足的， 丰富的
superstitious|迷信的
neural|神经系统的
embezzle|盗用； 挪用
absent-minded|心不在焉的， 出神的
elasticity|弹性
aboriginal|土著的，原始的 n.  土著居民
emollient|柔软的；有缓和作用的 n.  润肤剂
lens|透镜
embody|体现， 使具体化
regale|使愉悦， 使高兴
tripod|三脚桌； 三脚架
verifiable|可证实的
comprehensible|可理解的， 易于了解的
ascent|上升；  提高； 攀登； 上坡路
emancipate|解放， 解除
elliptical|椭圆的
root|方根； 方程的根
possessive|所有的， 占有的 n. 所有格
hedonism|享乐主义
projection|发射； 计划； 投影
multiply|乘
preponderate|占优势， 超过， 胜过
iridescent|彩虹色的；  闪光的
approval|赞成， 同意； 认可， 批准
cartilage|【解】 软骨
multiple|多倍的，
adjuration|恳请， 请愿
requite|报答， 酬谢
versatile|通用的， 万用的； 多才多艺的， 多方面的
magnet|磁体
bemoan|哀叹
avow|公开声明； 承认
tundra|苔原； 冻土地带
explosion|爆炸
aggrieve|使委屈； 使苦恼； 侵害
haggard|憔悴的， 形容枯槁的； 野性的
omnivorous|杂食的
poignant|强烈的； 尖刻的
translation|平移
cancer|癌症
personnel|全体人员， 全体职员； 人事
bestride|骑
refractory|难控制的
biodegradable|生物可降解的
irrelevant|不相关的， 不切题的
pile|电池组
artistry|艺术技巧； 艺术性
catalog|目录； 目录册
hilarious|欢闹的
immortal|不死的； 不会消亡的
chilly|寒冷的； 冷淡的
conjecture|推测， 猜想
myth|神话； 虚构的理论， 荒诞的说法
experiment|实验
implication|含意， 暗示
cordial|诚恳的， 亲切的， 热诚的
odorous|有气味的
order|顺序； 订单
carrion|死肉； 腐肉
vocative|呼唤的
aghast|惊骇的， 吓呆的
scurrilous|说话粗鄙恶劣的； 下流的
modulate|调整， 调节
indelible|去不掉的， 不能拭除的
felicity|幸福， 幸运， 福气
resonance|共鸣， 回声， 反响； 共振
gaiety|高兴， 快乐； 作乐， 欢庆
reform|改进；改革 n. 改进；改革
mutation|变化； 转变
fallow|休耕的 n. 休耕地
malevolent|有恶意的； 坏心肠的
fermentation|发酵
homage|敬意
averse|不愿意的； 反对的
refract|折射
successor|继承人， 继任者
matter|物质
irony|具有讽刺意味的事， 出人意料的事情或情况； 反话， 讽刺， 嘲弄
mandatory|命令的； 委托的
syndrome|综合症
neutrality|中立， 中性
recumbent|靠着的， 斜躺着的； 休息的
energetic|有力的， 精力旺盛的
product|生成物
impoverish|使贫穷； 使枯竭
hallowed|神圣的， 奉为神圣的
foreordain|注定； 预先决定
premier|第一的， 首要的 n. 首相，总理
hydrate|水合物
intellectual|智力的，脑力的 n. 知识分子
reclaim|要求归还， 收回； 开垦
interchangeable|可交换的
allegory|寓言
nautical|船员的； 船舶的； 海上的， 航海的
disengage|脱离， 松开
gibber|模糊地讲话
descendent|派生的
anecdote|轶事， 奇闻； 短故事
mendicant|乞丐
extravagance|过度， 放肆
cantankerous|脾气坏的； 好吵架的
kudos|名望； 荣誉； 声誉
irreversible|不能撤回的， 不能取消的
coy|腼腆的， 羞涩的， 忸怩的； 献媚的， 卖弄风情的
aluminumal|铝
pacify|使平静， 安慰， 抚慰
bulwark|壁垒； 防波堤
identical|同一的， 完全相同的； 相等的， 恒等的
abject|卑贱的
monologue|独白， 独角戏
incontrovertible|无可争议的， 无疑的， 明白的
ambitious|有雄心的， 雄心勃勃的
contemptuous|轻蔑的， 侮辱的
academic|学院的； 学术的 n. 学者；大学教师；学会会员
hadron|强子
grisly|恐怖的， 可怕的， 令人毛骨悚然的
revere|尊敬， 敬畏， 崇敬
salacious|猥亵的， 好色的
